timestamp,x,y,z,roll,pitch,yaw
1.6689300537109375e-06,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.010624885559082031,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.02118682861328125,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.03161907196044922,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.04210710525512695,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.05256462097167969,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.06294965744018555,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.07331442832946777,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.08367061614990234,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.09403872489929199,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.1044154167175293,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.11478328704833984,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.1251521110534668,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.13555574417114258,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.14605283737182617,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.15652179718017578,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.16703271865844727,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.17747211456298828,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.1878676414489746,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.19826316833496094,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.2086167335510254,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.21898961067199707,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.2293407917022705,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.23969054222106934,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.25006866455078125,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.26041412353515625,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.27076172828674316,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.28110480308532715,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.291475772857666,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.30182790756225586,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.3121914863586426,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.32257080078125,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.33300232887268066,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.3433382511138916,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.3537571430206299,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.36415863037109375,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.3745613098144531,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.3848869800567627,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.39530038833618164,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.4056363105773926,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.4160323143005371,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.42653656005859375,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.4370553493499756,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.4474599361419678,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.4578723907470703,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.46824097633361816,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.47862768173217773,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.4890282154083252,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.4994337558746338,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5098159313201904,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5201923847198486,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5305538177490234,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5409297943115234,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.551300048828125,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5618100166320801,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5724234580993652,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5828611850738525,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.5933024883270264,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6036665439605713,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6140995025634766,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.624488115310669,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6348636150360107,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6452350616455078,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.655625581741333,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6660332679748535,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6764156818389893,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6867914199829102,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.6971540451049805,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7075269222259521,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7179093360900879,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7282958030700684,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7387042045593262,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.749091386795044,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7594606876373291,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7699718475341797,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7803776264190674,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.7907805442810059,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8012096881866455,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8116428852081299,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8220486640930176,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8324286937713623,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8428723812103271,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8532676696777344,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8637216091156006,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8740856647491455,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8844761848449707,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.8948605060577393,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.9052462577819824,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
0.915581464767456,284.591919,1.590601,152.366409,179.996009,-0.001833,0.000745
